id,discount,duration,price
3196219.0,15.0,6.0,50.95
352715.0,10.0,3.0,35.07
5981360.0,40.0,6.0,46.76
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
7333175.0,10.0,3.0,16.2
9120020.0,15.0,6.0,30.6
10106661.0,25.0,3.0,17.98
10106662.0,35.0,6.0,31.16
3082911.0,30.0,3.0,20.98
3082913.0,40.0,6.0,35.96
9783528.0,30.0,3.0,10.48
9783529.0,40.0,6.0,17.96
417461.0,10.0,3.0,40.5
417468.0,20.0,6.0,72.0
8619751.0,30.0,3.0,20.98
8619747.0,50.0,6.0,29.97
10591979.0,5.0,3.0,57.0
10591980.0,15.0,6.0,102.0
9023198.0,25.0,3.0,22.5
9023196.0,35.0,6.0,39.0
5620005.0,20.0,3.0,33.58
5620010.0,25.0,6.0,62.96
7661598.0,15.0,3.0,25.5
10525459.0,20.0,6.0,48.0
4897059.0,50.0,3.0,30.0
4897060.0,50.0,6.0,60.0
9702438.0,15.0,3.0,17.82
9702439.0,20.0,6.0,33.55
1267549.0,25.0,3.0,33.75
1267548.0,25.0,6.0,67.5
8911465.0,20.0,3.0,24.0
9816817.0,25.0,3.0,22.5
9816818.0,35.0,6.0,39.0
6820752.0,5.0,3.0,28.5
7947412.0,40.0,3.0,44.98
7947414.0,45.0,6.0,82.47
5566392.0,20.0,3.0,36.0
5607228.0,25.0,6.0,67.5
6953727.0,30.0,6.0,37.8
9266880.0,35.0,3.0,24.38
9266881.0,35.0,6.0,48.75
1362610.0,5.0,3.0,42.75
1362612.0,15.0,6.0,76.5
8553912.0,15.0,3.0,22.92
8553915.0,30.0,6.0,37.76
4943606.0,10.0,3.0,27.0
4943607.0,15.0,6.0,51.0
9032960.0,0.0,3.0,14.97
9330073.0,20.0,6.0,23.95
3418887.0,10.0,3.0,26.97
3418892.0,20.0,6.0,47.95
7178271.0,10.0,3.0,27.0
7276944.0,15.0,6.0,51.0
916758.0,25.0,3.0,67.5
916763.0,25.0,6.0,135.0
10416428.0,25.0,6.0,45.0
1163529.0,20.0,3.0,23.98
3492079.0,25.0,6.0,44.96
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
7128039.0,25.0,3.0,14.99
7128041.0,35.0,6.0,25.97
8586753.0,50.0,3.0,15.0
8586754.0,50.0,6.0,30.0
9293083.0,15.0,3.0,15.27
9293085.0,25.0,6.0,26.96
7807457.0,10.0,3.0,35.07
7807460.0,20.0,6.0,62.35
9742827.0,50.0,3.0,33.0
9742828.0,50.0,6.0,66.0
5782811.0,30.0,3.0,25.2
5782812.0,40.0,6.0,43.2
1898159.0,15.0,3.0,25.47
1898153.0,25.0,6.0,44.96
4575835.0,50.0,3.0,19.49
4575836.0,50.0,6.0,38.97
5215812.0,15.0,3.0,25.47
2744851.0,15.0,3.0,25.47
2744853.0,25.0,6.0,44.96
4707798.0,15.0,3.0,17.82
4707800.0,15.0,6.0,35.65
10329870.0,15.0,3.0,56.1
10185515.0,35.0,3.0,28.16
10185517.0,40.0,6.0,51.98
434099.0,20.0,3.0,23.98
434101.0,30.0,6.0,41.96
10004699.0,10.0,3.0,26.97
10004700.0,15.0,6.0,50.95
9885583.0,15.0,3.0,25.47
9885584.0,30.0,6.0,41.96
4104218.0,10.0,3.0,53.97
4104223.0,15.0,6.0,101.95
8613486.0,20.0,3.0,23.98
8613487.0,35.0,6.0,38.96
10407170.0,30.0,3.0,52.48
10407169.0,40.0,6.0,89.96
10223949.0,20.0,3.0,35.98
10223951.0,35.0,6.0,58.46
8025941.0,40.0,3.0,35.98
8025947.0,45.0,6.0,65.97
9595477.0,30.0,3.0,31.48
9595478.0,45.0,6.0,49.47
9591808.0,50.0,6.0,33.0
5337411.0,10.0,3.0,40.47
5337412.0,15.0,6.0,76.45
2398.0,20.0,3.0,33.6
2402.0,30.0,6.0,58.8
4704474.0,0.0,3.0,36.0
4773669.0,0.0,6.0,72.0
38696.0,30.0,3.0,20.96
61937.0,35.0,6.0,38.92
10321117.0,25.0,3.0,33.73
8948977.0,15.0,3.0,63.75
8948978.0,20.0,6.0,120.0
3336917.0,20.0,3.0,24.0
3336918.0,25.0,6.0,45.0
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
9911368.0,20.0,3.0,36.0
9911371.0,30.0,6.0,63.0
877808.0,20.0,3.0,48.0
877809.0,20.0,6.0,96.0
557511.0,10.0,3.0,13.47
557607.0,15.0,6.0,25.45
7996271.0,10.0,3.0,13.47
7996272.0,20.0,6.0,23.95
5341891.0,40.0,3.0,23.38
5341892.0,45.0,6.0,42.87
4877080.0,20.0,3.0,24.0
4877081.0,30.0,6.0,42.0
8455271.0,15.0,3.0,28.02
8455272.0,25.0,6.0,49.46
3830627.0,50.0,3.0,23.99
6783426.0,50.0,6.0,47.97
9709005.0,50.0,3.0,37.5
9709006.0,50.0,6.0,75.0
5473735.0,40.0,3.0,26.98
5473736.0,45.0,6.0,49.47
9502684.0,40.0,3.0,26.98
885162.0,45.0,6.0,49.47
10311481.0,50.0,3.0,15.0
10311484.0,50.0,6.0,30.0
5055102.0,15.0,3.0,25.5
5055103.0,15.0,6.0,51.0
5467302.0,25.0,3.0,19.13
5467303.0,30.0,6.0,35.7
862841.0,5.0,3.0,42.72
862842.0,10.0,6.0,80.95
8024036.0,10.0,3.0,26.97
10027124.0,25.0,3.0,56.25
10027126.0,30.0,6.0,105.0
6548227.0,10.0,3.0,40.5
6548222.0,20.0,6.0,72.0
9062579.0,15.0,3.0,12.72
9062580.0,25.0,6.0,22.46
4305.0,25.0,6.0,85.5
6760469.0,15.0,3.0,22.92
6760470.0,35.0,6.0,35.06
38193.0,0.0,3.0,15.0
26117.0,0.0,6.0,30.0
8276125.0,15.0,3.0,38.25
7122578.0,10.0,3.0,35.07
7122579.0,15.0,6.0,66.25
6890375.0,20.0,3.0,23.98
7657259.0,30.0,6.0,41.96
4261480.0,15.0,3.0,25.47
4261485.0,20.0,6.0,47.95
8667767.0,50.0,3.0,7.5
9551380.0,35.0,6.0,19.5
7525365.0,50.0,3.0,60.0
7525366.0,50.0,6.0,120.0
10099345.0,5.0,6.0,28.5
7073009.0,40.0,3.0,45.0
7073008.0,45.0,6.0,82.5
7113185.0,35.0,3.0,23.38
9243589.0,50.0,3.0,29.99
9359164.0,50.0,6.0,59.97
4875484.0,15.0,3.0,38.25
4875485.0,20.0,6.0,72.0
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
46998.0,20.0,3.0,35.98
472513.0,25.0,6.0,67.46
6880367.0,30.0,3.0,21.0
7737687.0,30.0,3.0,16.78
7737688.0,40.0,6.0,28.76
10524632.0,0.0,3.0,44.97
10524633.0,15.0,6.0,76.45
9120413.0,25.0,3.0,67.48
9120414.0,40.0,6.0,107.96
3435017.0,20.0,3.0,36.0
3758883.0,25.0,6.0,67.5
5372602.0,25.0,3.0,22.48
5372603.0,35.0,6.0,38.96
8621406.0,10.0,3.0,40.5
8621408.0,15.0,6.0,76.5
5578291.0,10.0,3.0,40.5
7493366.0,20.0,6.0,72.0
2714581.0,15.0,3.0,25.5
2714583.0,30.0,6.0,42.0
8908003.0,25.0,6.0,67.46
8785233.0,30.0,3.0,20.98
4189591.0,0.0,3.0,38.97
4189593.0,0.0,6.0,77.94
908848.0,35.0,3.0,48.75
908846.0,45.0,6.0,82.5
8369937.0,50.0,3.0,15.0
8369939.0,50.0,6.0,30.0
246473.0,25.0,3.0,44.93
4551533.0,20.0,3.0,28.78
5634767.0,25.0,6.0,53.96
6113577.0,25.0,3.0,17.98
5257806.0,5.0,3.0,22.77
5048430.0,15.0,3.0,28.02
5048431.0,20.0,6.0,52.75
8661251.0,20.0,3.0,21.58
8661252.0,35.0,6.0,35.06
6171523.0,5.0,3.0,71.25
6171525.0,15.0,6.0,127.5
8572776.0,50.0,3.0,26.99
8597007.0,50.0,6.0,53.97
3725404.0,10.0,3.0,13.5
1529958.0,15.0,3.0,38.25
7443313.0,15.0,6.0,76.5
4832543.0,15.0,3.0,30.57
9305140.0,40.0,6.0,43.16
9908871.0,25.0,3.0,22.48
9908872.0,25.0,6.0,44.96
3973463.0,20.0,3.0,23.98
3973464.0,25.0,6.0,44.96
4975683.0,30.0,3.0,69.3
5754372.0,40.0,6.0,118.8
1239901.0,20.0,3.0,23.98
2232964.0,30.0,6.0,41.96
9013116.0,20.0,3.0,23.98
9013117.0,30.0,6.0,41.96
3275706.0,50.0,3.0,18.0
3275704.0,50.0,6.0,36.0
6677993.0,40.0,3.0,35.98
6677995.0,45.0,6.0,65.97
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
10268121.0,15.0,3.0,25.47
10268122.0,25.0,6.0,44.96
48336.0,10.0,3.0,23.98
2214411.0,15.0,6.0,45.29
6825044.0,20.0,3.0,48.0
6825049.0,30.0,6.0,84.0
9424369.0,10.0,3.0,40.47
9424367.0,20.0,6.0,71.95
5635314.0,20.0,3.0,36.0
5635315.0,20.0,6.0,72.0
10076101.0,20.0,3.0,60.0
10076103.0,30.0,6.0,105.0
6743736.0,50.0,3.0,30.0
6005071.0,20.0,3.0,48.0
6005072.0,35.0,6.0,78.0
563043.0,40.0,3.0,14.4
8359711.0,10.0,3.0,32.4
9668039.0,25.0,6.0,54.0
4123204.0,15.0,3.0,33.12
4123206.0,20.0,6.0,62.35
8213442.0,15.0,3.0,38.22
8213443.0,25.0,6.0,67.46
7220744.0,10.0,3.0,44.98
7573216.0,25.0,6.0,74.97
950874.0,15.0,3.0,51.0
950880.0,20.0,6.0,96.0
5949505.0,10.0,3.0,27.0
5949506.0,20.0,6.0,48.0
4959322.0,25.0,3.0,22.5
4959324.0,25.0,6.0,45.0
8555052.0,20.0,3.0,35.98
8479091.0,30.0,6.0,62.96
1795846.0,35.0,3.0,19.48
2079553.0,40.0,6.0,35.96
6968721.0,20.0,3.0,31.18
6968723.0,30.0,6.0,54.56
6293706.0,5.0,3.0,28.47
6293707.0,10.0,6.0,53.95
2643558.0,15.0,3.0,22.92
9816790.0,25.0,3.0,28.13
9816791.0,35.0,6.0,48.75
5719117.0,15.0,3.0,33.12
5719116.0,40.0,6.0,46.76
6371251.0,5.0,3.0,28.41
6371253.0,10.0,6.0,53.84
4410542.0,30.0,3.0,31.5
87203.0,15.0,3.0,25.37
148579.0,25.0,6.0,44.78
4233034.0,10.0,3.0,27.0
4233039.0,25.0,6.0,45.0
9625764.0,30.0,3.0,41.98
9625765.0,40.0,6.0,71.96
7948491.0,25.0,3.0,24.73
7948493.0,25.0,6.0,49.46
5716967.0,20.0,6.0,47.95
136198.0,20.0,3.0,23.98
136200.0,25.0,6.0,44.96
9784802.0,40.0,3.0,23.38
9784800.0,45.0,6.0,42.87
10160158.0,50.0,3.0,18.0
10160159.0,50.0,6.0,36.0
4204361.0,20.0,3.0,35.98
5096022.0,5.0,3.0,27.62
5352299.0,10.0,6.0,52.33
9693251.0,10.0,3.0,40.5
9693252.0,25.0,6.0,67.5
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
6556892.0,10.0,3.0,26.97
6570286.0,20.0,6.0,47.95
8941904.0,15.0,3.0,22.92
8941910.0,20.0,6.0,43.15
4034290.0,5.0,3.0,35.63
6742568.0,30.0,3.0,31.48
6742572.0,40.0,6.0,53.96
8802498.0,25.0,3.0,29.23
1106478.0,20.0,3.0,35.98
1115764.0,30.0,6.0,62.96
4575659.0,10.0,3.0,40.47
5279600.0,10.0,3.0,53.97
6978597.0,20.0,3.0,47.98
6589582.0,5.0,3.0,37.02
6589583.0,10.0,6.0,70.15
4265521.0,15.0,3.0,50.97
6631465.0,40.0,3.0,71.98
6631469.0,45.0,6.0,131.97
3141891.0,10.0,3.0,26.97
3141894.0,25.0,6.0,44.96
1990820.0,10.0,3.0,44.55
1990823.0,35.0,6.0,64.35
8292688.0,15.0,3.0,25.47
8292685.0,25.0,6.0,44.96
10145812.0,25.0,3.0,33.73
10145820.0,35.0,6.0,58.46
9468903.0,10.0,3.0,80.97
6986844.0,15.0,3.0,38.22
6986845.0,30.0,6.0,62.96
6590938.0,15.0,3.0,25.5
4918623.0,10.0,3.0,32.4
4918624.0,15.0,6.0,61.2
7692160.0,20.0,3.0,53.33
7692161.0,25.0,6.0,99.99
3036525.0,5.0,3.0,25.62
3036480.0,10.0,6.0,48.55
8888396.0,30.0,3.0,27.28
9368819.0,35.0,6.0,50.66
2748764.0,25.0,3.0,40.48
3119546.0,25.0,6.0,80.95
4198575.0,50.0,3.0,12.0
4198576.0,50.0,6.0,24.0
27423.0,10.0,3.0,40.5
27095.0,30.0,6.0,63.0
1862903.0,25.0,3.0,45.0
9919051.0,10.0,3.0,13.5
9919052.0,20.0,6.0,24.0
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
72736.0,10.0,3.0,26.97
72735.0,20.0,6.0,47.95
10397177.0,5.0,6.0,28.5
2514627.0,15.0,3.0,28.02
2553295.0,20.0,6.0,52.75
8996269.0,10.0,3.0,40.5
5011142.0,35.0,3.0,58.5
39780.0,15.0,3.0,12.75
39782.0,25.0,6.0,22.5
7785710.0,40.0,3.0,26.98
7785712.0,45.0,6.0,49.47
9917908.0,50.0,3.0,22.5
8479968.0,40.0,3.0,45.0
8479967.0,45.0,6.0,82.5
3609805.0,10.0,3.0,33.75
3461415.0,10.0,3.0,32.37
3461417.0,20.0,6.0,57.55
9945310.0,10.0,3.0,13.47
9945311.0,15.0,6.0,25.45
10357559.0,15.0,6.0,66.25
8632492.0,20.0,3.0,71.98
8632493.0,35.0,6.0,116.96
7600377.0,5.0,3.0,142.5
5857833.0,10.0,3.0,40.47
5857836.0,15.0,6.0,76.45
968283.0,35.0,3.0,13.63
6879284.0,45.0,6.0,23.07
10336533.0,15.0,3.0,33.12
10336535.0,25.0,6.0,58.46
3256417.0,10.0,3.0,32.4
5030008.0,15.0,3.0,25.47
5030009.0,25.0,6.0,44.96
3541829.0,10.0,3.0,13.47
3541830.0,20.0,6.0,23.95
1761935.0,20.0,3.0,28.78
5859800.0,25.0,6.0,53.96
11908.0,10.0,3.0,40.5
10256742.0,50.0,3.0,30.0
10256743.0,50.0,6.0,60.0
9924812.0,20.0,3.0,35.98
9449441.0,30.0,6.0,62.96
6549448.0,10.0,3.0,21.6
6549449.0,20.0,6.0,38.4
3139433.0,5.0,3.0,14.25
3139434.0,10.0,6.0,27.0
10065856.0,25.0,3.0,33.75
3344377.0,10.0,3.0,32.4
3344380.0,15.0,6.0,61.2
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
6919294.0,50.0,3.0,23.99
6919296.0,50.0,6.0,47.97
6812126.0,25.0,3.0,67.5
6812127.0,30.0,6.0,126.0
10343526.0,0.0,3.0,28.65
10343528.0,0.0,6.0,57.3
8049596.0,30.0,3.0,16.8
8049599.0,35.0,6.0,31.2
10178831.0,20.0,3.0,16.78
10178832.0,20.0,6.0,33.55
5151377.0,25.0,3.0,26.98
778915.0,25.0,3.0,26.98
778917.0,35.0,6.0,46.76
6411755.0,15.0,3.0,30.57
6411756.0,35.0,6.0,46.76
4201928.0,15.0,3.0,32.77
4201929.0,20.0,6.0,61.68
9702776.0,25.0,3.0,33.73
9702775.0,35.0,6.0,58.46
7859718.0,20.0,3.0,47.98
7859721.0,30.0,6.0,83.96
8670467.0,45.0,3.0,19.8
9534255.0,25.0,6.0,54.0
9829014.0,15.0,3.0,12.72
9829015.0,30.0,6.0,20.96
8957365.0,50.0,3.0,52.5
4581367.0,10.0,3.0,40.47
10326187.0,25.0,6.0,67.46
4402428.0,10.0,3.0,24.27
4402429.0,20.0,6.0,43.15
9458491.0,20.0,3.0,23.98
5553105.0,10.0,3.0,43.17
5553107.0,30.0,6.0,67.16
10008011.0,30.0,3.0,31.5
10008008.0,45.0,6.0,49.5
7119274.0,25.0,3.0,56.23
7119279.0,35.0,6.0,97.46
4990466.0,20.0,3.0,31.18
9714852.0,30.0,6.0,54.56
4272297.0,40.0,3.0,17.98
4272296.0,45.0,6.0,32.97
9592605.0,30.0,3.0,10.48
9592606.0,40.0,6.0,17.96
9358063.0,15.0,3.0,30.6
6667835.0,15.0,3.0,40.77
6667837.0,25.0,6.0,71.96
5053869.0,20.0,3.0,26.38
5053870.0,25.0,6.0,49.46
9465146.0,30.0,3.0,21.0
9465147.0,40.0,6.0,36.0
9553223.0,15.0,3.0,38.25
9553224.0,30.0,6.0,63.0
9290427.0,15.0,3.0,38.25
2611444.0,25.0,6.0,67.5
5658808.0,30.0,3.0,42.0
5658811.0,40.0,6.0,72.0
5377027.0,15.0,3.0,28.02
5377028.0,20.0,6.0,52.75
5423380.0,10.0,3.0,26.87
5423381.0,15.0,6.0,50.75
4773065.0,30.0,3.0,31.48
4773066.0,40.0,6.0,53.96
7800709.0,30.0,3.0,27.28
7800710.0,40.0,6.0,46.76
4770630.0,5.0,3.0,39.87
4770632.0,10.0,6.0,75.55
6940540.0,25.0,3.0,22.48
6918205.0,40.0,6.0,35.96
8342636.0,25.0,3.0,33.73
8342637.0,40.0,6.0,53.96
8698158.0,20.0,6.0,62.4
5451742.0,20.0,3.0,24.0
5451743.0,35.0,6.0,39.0
6077447.0,15.0,3.0,22.92
6077448.0,20.0,6.0,43.15
529247.0,20.0,3.0,23.98
4341563.0,25.0,6.0,44.96
16982.0,15.0,3.0,25.47
16985.0,20.0,6.0,47.95
7554307.0,25.0,3.0,33.75
7554311.0,35.0,6.0,58.5
8547063.0,5.0,3.0,37.02
9813014.0,10.0,6.0,70.15
9676490.0,20.0,3.0,71.98
5368930.0,20.0,3.0,36.0
4989490.0,30.0,6.0,63.0
10027162.0,15.0,3.0,40.77
10027163.0,10.0,6.0,86.35
10440229.0,50.0,3.0,20.99
4801483.0,10.0,3.0,40.5
4801484.0,20.0,6.0,72.0
5484335.0,10.0,3.0,27.0
5484336.0,15.0,6.0,51.0
10477366.0,30.0,3.0,25.2
10477368.0,40.0,6.0,43.2
5717673.0,5.0,3.0,17.07
5717675.0,5.0,6.0,34.14
8169421.0,5.0,3.0,44.12
